val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_std_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.08619203655905769,19.406582725429335,-3.3447632133952434e-06,0.08619203654762703,0.9708568993671547,0.9687220727019575,47,2.3946786854047,8.8699999,5.303124819847147,1.701357892532971,2.663685801764278,8.442176934055478,5.303128164610359,1.6726928877565825,0.38747190810188104,5.789126368042136,-0.07055479691974699,0.38246596255726745,0.9347455337098052,0.8938629206728302,179,1.295215916,12.7799997,5.449479060619268,2.4299563672373794,1.5037793301444609,12.471162350930367,5.520033857539015,2.2431238400681988
