val_SEP_Starch,val_std_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_std_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
0.8271301147514168,8.037987856936423,0.013849891571760446,0.8269368743697076,0.9813838368626522,0.9918049879698603,136,51.63055872291904,75.0400009,65.59719157615025,6.641088360489719,52.763612434830314,74.62554951932636,65.58334168457849,6.648461818478319,1.0356077087099986,6.20109343329649,-0.0737608440806676,1.0301572259007596,0.9759095723631883,0.9685581949914529,555,47.08,75.6999969,64.91872236241164,6.550640612053129,47.179753984426696,74.54422472046215,64.99248320649232,6.421900161952797
