val_SEP_NDF,val_std_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF
0.07239102817074572,23.699944001610223,-0.15230909290070654,0.04753596412049281,0.9807468939431072,0.9130641778757956,15,5.885231011581906,11.287601544664204,8.716614857294607,1.8733130528627995,6.392893,11.277558,8.868924,1.7156633
