val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash
0.018934410841603248,8.263552634518462,0.014387457239482244,0.018722707394744,-0.01473297997998535,0.6692205354818651,45,1.41,1.9089882078204368,1.5918428639582658,0.13507348080550652,1.3607553,2.119076,1.5774555,0.1564655
