val_SEP_Starch,val_std_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch
0.23948495529569958,3.205804130832532,0.11384398037522961,0.2262299477037586,0.7134804983600895,0.725278113693913,45,70.5999985,75.0400009,73.06263650153409,0.9040284659072556,70.98518,74.43287,72.94879,0.76774186
