val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.03927268301468574,56.76354904320675,-0.02330702626085118,0.03871711968989983,0.9921308476711824,1.0053199736724652,45,79.2945,88.8399963,85.55505550222223,2.2090288677538332,79.135925,88.71546,85.57837,2.2292569
