val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_std_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.015410623051677518,176.5215838097573,-0.003308373110065625,0.0153989936357524,0.9980511353384948,0.9961866152811641,17,79.6699982,90.7600021,87.68705803529411,2.7280654731059406,79.915726,90.72478,87.69037,2.7203076,0.4149082729594924,8.318683587630533,-0.03286731053912473,0.4138105893073837,0.9696542963193016,0.9275345276516128,63,72.99,92.41,87.32539682539682,3.668200036693238,77.40884,91.5475,87.35827,3.4514906
