val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF
0.036367834364782914,10.778762739540499,-0.02474619409312379,0.03572762505532042,0.8553064617976084,0.7485067767571775,23,5.9,7.6,6.495652173913044,0.4903222195832177,5.988279,7.2925024,6.520398,0.39200026
