val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash
0.010279829336425819,11.4396482919634,0.01453480899611606,0.010064796151862357,0.18452636130533107,0.6591055545431252,57,2.4368232340037674,2.9555556666666662,2.621685054127224,0.1112870357779233,2.1417735,2.8448367,2.60715,0.11759763
