1	0.205487592	0.216124494	0.231478566	0.242857002	0.24667039	0.244905371	0.240254535	0.233870624	0.227157648	0.220940358	0.215479385	0.209946349	0.204344847	0.199156336	0.195206815	0.193110391	0.194272576	0.200426636	0.216871135	0.248403409	0.287476553	0.322773849	0.350211996	0.373945809	0.392715997	0.398221673	0.391666077	0.375780115	0.357878548	0.344844073	0.33653416	0.3318884	0.328017586	0.323225713	0.319710661	0.320337274	0.327572332	0.343218039	0.369376748	0.402814321	0.438993671	0.472207889	0.500339657	0.532449698	0.578439457	0.637878618	0.69702915	0.738445666	0.763481533	0.775475533	0.780402754	0.780886458	0.778634954	0.776476796	0.772459678	0.766535515	0.760342582	0.754382505	0.749061545	0.745357934	0.743492596	0.740767374	0.736696636	0.730238335	0.72156969	0.71240966	0.7020342	0.691233612	0.680388667	0.671114642	0.665361456	0.662685594	0.663473233	0.667201666	0.665543954	0.646152138	0.609356517	0.564945637	0.522341716	0.482147138	0.446516345	0.413257106	0.38467718	0.361830339	0.34312062	0.327093806
6	0.205020882	0.214586207	0.228496904	0.240166033	0.245242346	0.244950648	0.241903402	0.236421977	0.230147833	0.22402825	0.218780096	0.213214949	0.207483607	0.202307407	0.198678159	0.197178298	0.197404419	0.202702586	0.218938683	0.249107643	0.286993556	0.322675276	0.351683584	0.37635887	0.394710753	0.400308659	0.393306459	0.376979395	0.35919782	0.346671614	0.339073408	0.334617327	0.331378935	0.326857749	0.323147561	0.32320142	0.3296518	0.344629986	0.369812232	0.40155353	0.436021282	0.467031764	0.493596518	0.524206242	0.567694428	0.625533426	0.685524147	0.730113151	0.758755544	0.773861116	0.780775656	0.78261336	0.782059351	0.780682335	0.777528957	0.772933165	0.767291554	0.761885576	0.757027589	0.753223238	0.751506663	0.748928788	0.7456527	0.739361596	0.731937546	0.722548839	0.712101939	0.701352005	0.690588059	0.682419018	0.67586659	0.671982423	0.671802277	0.674291771	0.671760915	0.650783156	0.612901457	0.567981823	0.52468394	0.484628584	0.448513671	0.415085358	0.387364441	0.363566963	0.345278847	0.328303314
11	0.204657122	0.213881769	0.227689522	0.239333993	0.244798235	0.244985334	0.241998319	0.236845942	0.230958699	0.224791845	0.219539789	0.213989224	0.208204324	0.202934062	0.199315488	0.197754731	0.198173407	0.203435778	0.219436888	0.249427305	0.28687741	0.322720258	0.352118818	0.376809115	0.395512291	0.400908175	0.393881757	0.377571123	0.359723827	0.347320514	0.339803457	0.335558925	0.332343328	0.327678303	0.324267841	0.324164008	0.330209571	0.344835896	0.369760807	0.401174408	0.435174273	0.466031911	0.49219822	0.522401312	0.564894964	0.622087876	0.682226624	0.727170212	0.756588528	0.772543505	0.780028469	0.782459905	0.782595177	0.781539061	0.778369611	0.773968742	0.76898861	0.76384241	0.759115301	0.755094411	0.75341836	0.750927043	0.748097903	0.741935651	0.734619409	0.725415872	0.715084512	0.704176848	0.693454927	0.685324783	0.678778678	0.674551839	0.674211359	0.67645773	0.673536153	0.652440493	0.614580941	0.569833972	0.525946549	0.486248361	0.449507892	0.416288866	0.387708307	0.36435437	0.345949039	0.329392002
16	0.204343502	0.21313442	0.226679576	0.238454367	0.244218936	0.244913561	0.242325777	0.237399902	0.231802693	0.225680244	0.220417463	0.2149126	0.209127743	0.203890576	0.200383128	0.198662431	0.199032854	0.204089099	0.219776244	0.249356964	0.286272985	0.322162066	0.35208284	0.37700087	0.395820127	0.401262311	0.394144186	0.377891668	0.360060975	0.347817397	0.340407994	0.336283108	0.333067957	0.328316708	0.324839994	0.324596479	0.330388261	0.344570998	0.368984145	0.399966228	0.433430056	0.463963513	0.489611578	0.519011801	0.560277195	0.61637465	0.676172211	0.721724477	0.751978884	0.768865435	0.77702251	0.780028871	0.780723292	0.780015987	0.777039688	0.772966214	0.768390388	0.763553294	0.758965192	0.755065065	0.753403722	0.751232191	0.748570525	0.742662514	0.735495022	0.726498419	0.716279011	0.705456483	0.694799181	0.68657187	0.680066445	0.675808427	0.675420355	0.677299941	0.673999393	0.652730866	0.614766897	0.570110201	0.526169066	0.486361432	0.449648115	0.416340197	0.388549289	0.364685686	0.346728732	0.329933805
21	0.204303277	0.212610354	0.225893823	0.237705543	0.243978185	0.244926676	0.242510233	0.237785077	0.232268893	0.226228998	0.221067933	0.215529585	0.209860597	0.204580013	0.200914165	0.199261304	0.199469168	0.204415276	0.219846521	0.249117575	0.285724775	0.32173225	0.352031388	0.377194998	0.396238265	0.401738915	0.394591608	0.378257535	0.360449245	0.348171712	0.340793538	0.336690502	0.333455294	0.32871696	0.32514143	0.324724214	0.33038133	0.344275517	0.368342106	0.399071837	0.432336144	0.462807566	0.488416186	0.517276013	0.557827819	0.61335643	0.673269465	0.71950664	0.750524261	0.768064405	0.776818287	0.780034376	0.781199703	0.78086162	0.777909552	0.774148451	0.769710943	0.765047803	0.76063157	0.756701902	0.755307172	0.753089737	0.750667545	0.744965729	0.737879365	0.72868314	0.718474024	0.707725667	0.697092204	0.688884809	0.682214921	0.677828626	0.677597623	0.679458689	0.675979595	0.654677238	0.616708531	0.571877187	0.528050249	0.487869285	0.450962447	0.418022558	0.388715109	0.366506256	0.347798327	0.330930657
26	0.203639506	0.21151726	0.224394614	0.236261141	0.242658238	0.24410223	0.241962766	0.237592047	0.232053354	0.226254315	0.221128811	0.215765644	0.210219583	0.205003013	0.20111114	0.199422758	0.199605783	0.204160659	0.219330021	0.2481964	0.284676549	0.32086194	0.351291543	0.377000188	0.395897037	0.401580643	0.394177908	0.377661899	0.359849813	0.347513672	0.340389353	0.33625256	0.33309565	0.328648348	0.32489552	0.324281135	0.329771771	0.343182169	0.366854454	0.39735946	0.430391935	0.460615331	0.486219546	0.514588918	0.554417097	0.609335858	0.669101536	0.716027169	0.747948872	0.766003781	0.775410837	0.778937754	0.78074581	0.780939842	0.777608412	0.77376438	0.769363101	0.765221591	0.761185235	0.757640146	0.756245962	0.753795787	0.751574644	0.746439374	0.739422061	0.729628063	0.719499606	0.709310487	0.698688617	0.690105348	0.68343684	0.679354909	0.679287667	0.680894436	0.677004456	0.655444838	0.617135526	0.572102228	0.527690094	0.488251927	0.451248843	0.417960293	0.389591024	0.366044554	0.347002043	0.330406337
31	0.202564698	0.209929627	0.222467446	0.234439551	0.241237901	0.243253967	0.241396492	0.237383759	0.232142064	0.226454699	0.221493044	0.216100483	0.210667535	0.205506815	0.201604216	0.199781207	0.199830731	0.204167411	0.219095008	0.247348397	0.28327789	0.319675437	0.350803965	0.376836565	0.395951102	0.401638103	0.394113467	0.377436924	0.359739721	0.347490973	0.340521559	0.336627517	0.333349436	0.3287724	0.325003226	0.324212295	0.329385626	0.342390358	0.365409178	0.395363751	0.427878163	0.457677925	0.482887623	0.510124214	0.548379446	0.602136701	0.661760894	0.70989258	0.743319953	0.762752959	0.773123352	0.7772623	0.779742037	0.780349912	0.777478916	0.774135506	0.769859756	0.765899799	0.762015414	0.758732996	0.7575098	0.75527749	0.75324264	0.748311911	0.741544152	0.731751059	0.721874111	0.711738109	0.701057217	0.692489644	0.685787571	0.681643348	0.681432252	0.6826478	0.678448005	0.656530929	0.617864416	0.572729017	0.528576163	0.488440034	0.451537806	0.41877357	0.389712222	0.366789982	0.347617823	0.330838929
2	0.111199875	0.119861766	0.130253077	0.137272657	0.138807175	0.136582669	0.13167994	0.125813369	0.119809999	0.114758254	0.110671047	0.10639647	0.102176799	0.098123521	0.095185938	0.093885464	0.094437307	0.098925321	0.111093108	0.134476023	0.162803335	0.186389218	0.202865814	0.217137071	0.229039187	0.232922594	0.228560424	0.217806886	0.206013237	0.197888408	0.192774655	0.189807256	0.187195659	0.184400598	0.182877286	0.184382477	0.190569073	0.202801298	0.221553965	0.24406725	0.267989747	0.289950505	0.309837767	0.335274941	0.373388651	0.423886316	0.475872786	0.514621695	0.539373001	0.55133287	0.555651613	0.555048278	0.550603794	0.545331631	0.538012651	0.529715816	0.521333115	0.514197229	0.508224408	0.504259588	0.501974173	0.498501483	0.494022734	0.487271548	0.478819286	0.469896423	0.460487871	0.451148958	0.441918872	0.434763573	0.429906081	0.427611219	0.428082118	0.432124386	0.435395215	0.427661091	0.406761926	0.378982296	0.350881652	0.3244486	0.299505198	0.276325963	0.255788603	0.238054159	0.224232469	0.2116359
7	0.115200587	0.122737826	0.132550578	0.139760791	0.142343594	0.141242944	0.137576661	0.132440878	0.127027931	0.121794376	0.117755073	0.113505722	0.109271163	0.10541598	0.102951953	0.102043655	0.102285665	0.106233618	0.117986679	0.140315297	0.167998867	0.192217054	0.210127873	0.224875521	0.236446421	0.240129325	0.235621873	0.224842988	0.213219884	0.205649098	0.200939418	0.198105551	0.195915957	0.193296497	0.191903493	0.193323176	0.199338797	0.211426339	0.229957012	0.251630873	0.27418345	0.294587383	0.313750544	0.339656306	0.378256842	0.430252242	0.484312336	0.525626037	0.553534013	0.568636156	0.575175637	0.576264287	0.573304297	0.568424538	0.561209218	0.552794187	0.544391048	0.536970524	0.530466222	0.525398056	0.522411427	0.518772381	0.514601757	0.50749521	0.499826887	0.490789267	0.481082815	0.471246335	0.461718431	0.454689209	0.449269778	0.445876625	0.445427073	0.448241041	0.450441994	0.44118153	0.419052854	0.390597562	0.362005487	0.33435032	0.309121853	0.285300173	0.263705734	0.246187009	0.23122775	0.2179977
12	0.109273662	0.11682422	0.12634311	0.133830805	0.136930043	0.135868461	0.132608286	0.127517468	0.122539676	0.117324463	0.11287864	0.108758833	0.104415178	0.100454753	0.098023851	0.097080827	0.097436624	0.101334416	0.113000701	0.135336416	0.16284111	0.187259454	0.205659417	0.220617323	0.232548856	0.236094647	0.231448733	0.220720605	0.209122194	0.201508937	0.196893828	0.194240179	0.192178521	0.18919841	0.188181746	0.189450898	0.1952565	0.20697895	0.225420707	0.246970946	0.269127096	0.289408064	0.308297661	0.333623245	0.37100234	0.421924819	0.4754487	0.516895059	0.54563821	0.561926062	0.56932928	0.571225831	0.569337089	0.565056408	0.558130384	0.550303673	0.542603473	0.535610383	0.529251576	0.523988853	0.521111702	0.517748661	0.513975691	0.506951137	0.499299658	0.490488625	0.480690072	0.470593441	0.46091742	0.453920903	0.44840939	0.444654227	0.444162683	0.446789565	0.448621397	0.438817064	0.416663343	0.387564381	0.358687371	0.330766451	0.304731376	0.280627257	0.258896871	0.241231668	0.22641746	0.213013957
