val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF
0.08157769656017623,4.659237331532792,0.039821791965739095,0.07919903388713233,0.46295162811874935,0.9526113386924768,3,8.1899996,8.8699999,8.419999766666667,0.31822433491697133,7.882364,8.804693,8.3801775,0.38008985
