val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.023296914657668335,94.7411892528216,-0.02803691178602479,0.02249298104375061,0.9953319468862338,0.9969087313666586,45,79.2945,88.8399963,85.55505550222223,2.2090288677538332,79.33706,88.82584,85.58309,2.2071774
