performance_SEP_ADF_SS,performance_Bias_ADF_SS,performance_SEPC_ADF_SS,performance_R2_ADF_SS,performance_Slope_ADF_SS,performance_N_ADF_SS,performance_Min_True_ADF_SS,performance_Max_True_ADF_SS,performance_Avg_True_ADF_SS,performance_Std_True_ADF_SS,performance_Min_Pred_ADF_SS,performance_Max_Pred_ADF_SS,performance_Avg_Pred_ADF_SS,performance_Std_Pred_ADF_SS,train_SEP_ADF_SS,train_Bias_ADF_SS,train_SEPC_ADF_SS,train_R2_ADF_SS,train_Slope_ADF_SS,train_N_ADF_SS,train_Min_True_ADF_SS,train_Max_True_ADF_SS,train_Avg_True_ADF_SS,train_Std_True_ADF_SS,train_Min_Pred_ADF_SS,train_Max_Pred_ADF_SS,train_Avg_Pred_ADF_SS,train_Std_Pred_ADF_SS
7.2726283600594,-2.049791387105528,2.9972705639573607,-1.3969587083339658,0.008264729783779824,58,0.0,4.199084710542024,1.2859804695313086,1.7267873255684265,3.0016227,3.5609932,3.3357718,0.11439611,0.39550775,-0.006022561,0.39547107,0.2974548935890198,0.1760104136592622,81,1.295216,4.501718,3.325683,0.7456635,2.7549524,3.5920525,3.3317058,0.174078
