val_SEP_EE_SS,val_Bias_EE_SS,val_SEPC_EE_SS,val_R2_EE_SS,val_Slope_EE_SS,val_N_EE_SS,val_Min_True_EE_SS,val_Max_True_EE_SS,val_Avg_True_EE_SS,val_Std_True_EE_SS,val_Min_Pred_EE_SS,val_Max_Pred_EE_SS,val_Avg_Pred_EE_SS,val_Std_Pred_EE_SS,train_SEP_EE_SS,train_Bias_EE_SS,train_SEPC_EE_SS,train_R2_EE_SS,train_Slope_EE_SS,train_N_EE_SS,train_Min_True_EE_SS,train_Max_True_EE_SS,train_Avg_True_EE_SS,train_Std_True_EE_SS,train_Min_Pred_EE_SS,train_Max_Pred_EE_SS,train_Avg_Pred_EE_SS,train_Std_Pred_EE_SS
0.025376359021116075,-0.002693172790198363,0.025368978592671936,0.22434695297269036,0.20892162268233008,58,1.2670724405783829,2.1197297926857677,1.7197397058341233,0.17930992736135887,1.5096000607590263,1.9234952481680214,1.7224328786243215,0.07882924138835251,0.020489799000442094,-0.008968784047370686,0.02040902752023104,0.39506259347824235,0.3560303661840455,243,1.085695629,2.16469538,1.6851662203703706,0.1836615203976625,1.301104671453322,1.9591527760889342,1.6941350044177408,0.1030165072999445
