performance_SEP_NDF_SS,performance_Bias_NDF_SS,performance_SEPC_NDF_SS,performance_R2_NDF_SS,performance_Slope_NDF_SS,performance_N_NDF_SS,performance_Min_True_NDF_SS,performance_Max_True_NDF_SS,performance_Avg_True_NDF_SS,performance_Std_True_NDF_SS,performance_Min_Pred_NDF_SS,performance_Max_Pred_NDF_SS,performance_Avg_Pred_NDF_SS,performance_Std_Pred_NDF_SS,train_SEP_NDF_SS,train_Bias_NDF_SS,train_SEPC_NDF_SS,train_R2_NDF_SS,train_Slope_NDF_SS,train_N_NDF_SS,train_Min_True_NDF_SS,train_Max_True_NDF_SS,train_Avg_True_NDF_SS,train_Std_True_NDF_SS,train_Min_Pred_NDF_SS,train_Max_Pred_NDF_SS,train_Avg_Pred_NDF_SS,train_Std_Pred_NDF_SS
105.29839876189718,-8.511099284388928,31.58873139933418,-2.3689077220020636,-0.005048306318487528,58,0.0,13.10219088341596,3.713833517745619,5.542296513978617,11.9390955,12.50104,12.224934,0.13003577,0.2105301,0.0023667873,0.21052442,0.3521978259086609,0.2164630787559452,78,11.20044,13.898514,12.312083,0.566414,11.938217,12.595821,12.309716,0.16091634
