performance_SEP_AMIDO_SS,performance_Bias_AMIDO_SS,performance_SEPC_AMIDO_SS,performance_R2_AMIDO_SS,performance_Slope_AMIDO_SS,performance_N_AMIDO_SS,performance_Min_True_AMIDO_SS,performance_Max_True_AMIDO_SS,performance_Avg_True_AMIDO_SS,performance_Std_True_AMIDO_SS,performance_Min_Pred_AMIDO_SS,performance_Max_Pred_AMIDO_SS,performance_Avg_Pred_AMIDO_SS,performance_Std_Pred_AMIDO_SS,train_SEP_AMIDO_SS,train_Bias_AMIDO_SS,train_SEPC_AMIDO_SS,train_R2_AMIDO_SS,train_Slope_AMIDO_SS,train_N_AMIDO_SS,train_Min_True_AMIDO_SS,train_Max_True_AMIDO_SS,train_Avg_True_AMIDO_SS,train_Std_True_AMIDO_SS,train_Min_Pred_AMIDO_SS,train_Max_Pred_AMIDO_SS,train_Avg_Pred_AMIDO_SS,train_Std_Pred_AMIDO_SS
150.28825549315417,-1.8360761236154486,146.85793653106256,-0.015231143918385648,0.005035112756413453,58,0.0,68.20461230455349,63.33295784771066,12.061560142697271,64.4919,66.112236,65.16903,0.5565059,2.1852026,-0.0051497505,2.185176,0.2672535181045532,0.1734788109933548,252,60.124367,69.09539,65.150894,1.7234772,63.942337,66.112236,65.156044,0.4865432
