val_SEP_NDF_SS,val_Bias_NDF_SS,val_SEPC_NDF_SS,val_R2_NDF_SS,val_Slope_NDF_SS,val_N_NDF_SS,val_Min_True_NDF_SS,val_Max_True_NDF_SS,val_Avg_True_NDF_SS,val_Std_True_NDF_SS,val_Min_Pred_NDF_SS,val_Max_Pred_NDF_SS,val_Avg_Pred_NDF_SS,val_Std_Pred_NDF_SS,train_SEP_NDF_SS,train_Bias_NDF_SS,train_SEPC_NDF_SS,train_R2_NDF_SS,train_Slope_NDF_SS,train_N_NDF_SS,train_Min_True_NDF_SS,train_Max_True_NDF_SS,train_Avg_True_NDF_SS,train_Std_True_NDF_SS,train_Min_Pred_NDF_SS,train_Max_Pred_NDF_SS,train_Avg_Pred_NDF_SS,train_Std_Pred_NDF_SS
15.574610885242317,-0.4563541889525452,15.362698070243663,0.5017072672005665,0.6606850627583406,58,0.0,13.10219088341596,3.713833517745619,5.542296513978617,-1.4302828303968438,12.495683485647557,4.170187706698164,4.996935699817492,4.742627200487573,0.6515919491298564,4.312541209353469,-13.593087131129518,1.606354344913304,78,11.20044026,13.8985137,12.312083084615384,0.5664139845377268,1.0389572097075161,14.122446362906278,11.660491135485527,2.2287090538070524
