performance_SEP_CEN_SS,performance_Bias_CEN_SS,performance_SEPC_CEN_SS,performance_R2_CEN_SS,performance_Slope_CEN_SS,performance_N_CEN_SS,performance_Min_True_CEN_SS,performance_Max_True_CEN_SS,performance_Avg_True_CEN_SS,performance_Std_True_CEN_SS,performance_Min_Pred_CEN_SS,performance_Max_Pred_CEN_SS,performance_Avg_Pred_CEN_SS,performance_Std_Pred_CEN_SS,train_SEP_CEN_SS,train_Bias_CEN_SS,train_SEPC_CEN_SS,train_R2_CEN_SS,train_Slope_CEN_SS,train_N_CEN_SS,train_Min_True_CEN_SS,train_Max_True_CEN_SS,train_Avg_True_CEN_SS,train_Std_True_CEN_SS,train_Min_Pred_CEN_SS,train_Max_Pred_CEN_SS,train_Avg_Pred_CEN_SS,train_Std_Pred_CEN_SS
0.13318699083279048,-0.08019090427134037,0.12664359249216578,-0.017558242174436023,0.022586859880463755,58,0.0,2.9555556666666662,2.5764835876767544,0.3586531885702622,2.5717201,2.713389,2.6566744,0.040481646,0.02233234,0.00053405104,0.022332054,0.2721238136291504,0.1681309712807378,181,2.2378983,3.188242,2.6626477,0.17467684,2.5580955,2.7894154,2.6621134,0.04423459
