performance_SEP_PG_SS,performance_Bias_PG_SS,performance_SEPC_PG_SS,performance_R2_PG_SS,performance_Slope_PG_SS,performance_N_PG_SS,performance_Min_True_PG_SS,performance_Max_True_PG_SS,performance_Avg_True_PG_SS,performance_Std_True_PG_SS,performance_Min_Pred_PG_SS,performance_Max_Pred_PG_SS,performance_Avg_Pred_PG_SS,performance_Std_Pred_PG_SS,train_SEP_PG_SS,train_Bias_PG_SS,train_SEPC_PG_SS,train_R2_PG_SS,train_Slope_PG_SS,train_N_PG_SS,train_Min_True_PG_SS,train_Max_True_PG_SS,train_Avg_True_PG_SS,train_Std_True_PG_SS,train_Min_Pred_PG_SS,train_Max_Pred_PG_SS,train_Avg_Pred_PG_SS,train_Std_Pred_PG_SS
17.64038386878533,-1.2998372966265421,15.921165169369875,0.0064661846050375615,0.0780154370845214,58,0.0,18.588888333333333,12.348310023298701,4.177208184372838,12.1234865,15.030108,13.648147,0.95926404,2.4401946,0.00011631725,2.4401946,0.4301533102989197,0.2987383355442558,246,9.197325,21.150648,13.534275,2.0651362,12.1234865,15.230342,13.534161,0.8447477
