performance_SEP_SS,performance_Bias_SS,performance_SEPC_SS,performance_R2_SS,performance_Slope_SS,performance_N_SS,performance_Min_True_SS,performance_Max_True_SS,performance_Avg_True_SS,performance_Std_True_SS,performance_Min_Pred_SS,performance_Max_Pred_SS,performance_Avg_Pred_SS,performance_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
3.3407817358050518,0.7244267315749594,2.806780732535193,-0.07749265185476872,0.07293845250338105,58,82.1999969,91.6999969,88.5972414362069,1.7455822770004559,86.44111,88.33159,87.872826,0.39474776,3.0663202,-0.009507363,3.0662293,0.3111492991447449,0.19405496349748994,255,80.4,91.4,87.608826,2.105683,85.82715,88.457,87.618324,0.5840762
