val_SEP_AMIDO_SS,val_Bias_AMIDO_SS,val_SEPC_AMIDO_SS,val_R2_AMIDO_SS,val_Slope_AMIDO_SS,val_N_AMIDO_SS,val_Min_True_AMIDO_SS,val_Max_True_AMIDO_SS,val_Avg_True_AMIDO_SS,val_Std_True_AMIDO_SS,val_Min_Pred_AMIDO_SS,val_Max_Pred_AMIDO_SS,val_Avg_Pred_AMIDO_SS,val_Std_Pred_AMIDO_SS,train_SEP_AMIDO_SS,train_Bias_AMIDO_SS,train_SEPC_AMIDO_SS,train_R2_AMIDO_SS,train_Slope_AMIDO_SS,train_N_AMIDO_SS,train_Min_True_AMIDO_SS,train_Max_True_AMIDO_SS,train_Avg_True_AMIDO_SS,train_Std_True_AMIDO_SS,train_Min_Pred_AMIDO_SS,train_Max_Pred_AMIDO_SS,train_Avg_Pred_AMIDO_SS,train_Std_Pred_AMIDO_SS
147.81373720067296,-2.0425534036613864,143.56851938321853,0.0014847866011290511,0.020098233654085543,58,0.0,68.20461230455349,63.33295784771066,12.061560142697271,63.628852410632376,68.48638901336408,65.37551125137205,1.2082212698394421,1.6686432654427803,-0.07305365236248633,1.6632851670239686,0.4404671662569182,0.43227989586371746,252,60.12436649,69.09539292,65.15089185571428,1.7234772386438915,62.07722485355201,68.26826485203357,65.22394550807678,1.1199896356694563
