performance_SEP_FG_SS,performance_Bias_FG_SS,performance_SEPC_FG_SS,performance_R2_FG_SS,performance_Slope_FG_SS,performance_N_FG_SS,performance_Min_True_FG_SS,performance_Max_True_FG_SS,performance_Avg_True_FG_SS,performance_Std_True_FG_SS,performance_Min_Pred_FG_SS,performance_Max_Pred_FG_SS,performance_Avg_Pred_FG_SS,performance_Std_Pred_FG_SS,train_SEP_FG_SS,train_Bias_FG_SS,train_SEPC_FG_SS,train_R2_FG_SS,train_Slope_FG_SS,train_N_FG_SS,train_Min_True_FG_SS,train_Max_True_FG_SS,train_Avg_True_FG_SS,train_Std_True_FG_SS,train_Min_Pred_FG_SS,train_Max_Pred_FG_SS,train_Avg_Pred_FG_SS,train_Std_Pred_FG_SS
0.15662633177990373,-0.008610203949808036,0.1565508955430735,0.010675481160923539,0.014536024600879698,58,0.0,3.3,2.4134130718530677,0.39444497992286126,2.2735782,2.5773215,2.422023,0.05280273,0.04705816,0.0007004284,0.047057666,0.3250698447227478,0.19802270202161007,105,1.4594989,3.0127203,2.4199517,0.26279074,2.190248,2.5992417,2.4192512,0.07000722
