performance_SEP_EE_SS,performance_Bias_EE_SS,performance_SEPC_EE_SS,performance_R2_EE_SS,performance_Slope_EE_SS,performance_N_EE_SS,performance_Min_True_EE_SS,performance_Max_True_EE_SS,performance_Avg_True_EE_SS,performance_Std_True_EE_SS,performance_Min_Pred_EE_SS,performance_Max_Pred_EE_SS,performance_Avg_Pred_EE_SS,performance_Std_Pred_EE_SS,train_SEP_EE_SS,train_Bias_EE_SS,train_SEPC_EE_SS,train_R2_EE_SS,train_Slope_EE_SS,train_N_EE_SS,train_Min_True_EE_SS,train_Max_True_EE_SS,train_Avg_True_EE_SS,train_Std_True_EE_SS,train_Min_Pred_EE_SS,train_Max_Pred_EE_SS,train_Avg_Pred_EE_SS,train_Std_Pred_EE_SS
0.034089728903335746,0.0304478504495596,0.03314639289235456,-0.04198565579107183,-0.0025326819200186027,58,1.2670724405783829,2.1197297926857677,1.7197397058341233,0.17930992736135887,1.6239194,1.715713,1.6892918,0.016124252,0.028725019,0.0007642257,0.02872443,0.15192735195159912,0.08549247843473493,243,1.0856956,2.1646953,1.6851661,0.18366152,1.6126332,1.7521528,1.684402,0.025342876
