val_SEP_ADF_SS,val_Bias_ADF_SS,val_SEPC_ADF_SS,val_R2_ADF_SS,val_Slope_ADF_SS,val_N_ADF_SS,val_Min_True_ADF_SS,val_Max_True_ADF_SS,val_Avg_True_ADF_SS,val_Std_True_ADF_SS,val_Min_Pred_ADF_SS,val_Max_Pred_ADF_SS,val_Avg_Pred_ADF_SS,val_Std_Pred_ADF_SS,train_SEP_ADF_SS,train_Bias_ADF_SS,train_SEPC_ADF_SS,train_R2_ADF_SS,train_Slope_ADF_SS,train_N_ADF_SS,train_Min_True_ADF_SS,train_Max_True_ADF_SS,train_Avg_True_ADF_SS,train_Std_True_ADF_SS,train_Min_Pred_ADF_SS,train_Max_Pred_ADF_SS,train_Avg_Pred_ADF_SS,train_Std_Pred_ADF_SS
1.5828589085403295,0.0019523280267327073,1.5828550300856983,0.47831138110586047,0.61451483163776,58,0.0,4.199084710542024,1.2859804695313086,1.7267873255684265,-0.32825016979086463,3.860522671891791,1.2840281415045758,1.496156345113326,1.1265784233124985,0.008105134042827204,1.126511908949673,-1.0011545549048622,-0.0746587192626109,81,1.295215916,4.501718168,3.325683047518518,0.7456634961455616,0.173903859005482,3.93116348360089,3.317577913475691,0.6881625617404534
