val_SEP_Starch,val_std_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_std_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
0.7523324404655457,1.6292005042488935,0.0022907575106107764,0.7523270974852101,0.6799325282799038,0.6653510620477263,56,61.997781942249425,68.20461230455349,65.59484919941461,1.5193976699870209,63.49217304804531,67.70401363476043,65.592558441904,1.2257003913692677,1.0485940601081933,1.3005461657156752,-0.05144211689567327,1.045937225723897,0.6483833195210769,0.637695414479861,252,60.12436649,69.09539292,65.15089185571428,1.7234772386438915,60.83641558156366,68.61490079819214,65.20233397260996,1.363744984265943
