val_SEP_FG_SS,val_Bias_FG_SS,val_SEPC_FG_SS,val_R2_FG_SS,val_Slope_FG_SS,val_N_FG_SS,val_Min_True_FG_SS,val_Max_True_FG_SS,val_Avg_True_FG_SS,val_Std_True_FG_SS,val_Min_Pred_FG_SS,val_Max_Pred_FG_SS,val_Avg_Pred_FG_SS,val_Std_Pred_FG_SS,train_SEP_FG_SS,train_Bias_FG_SS,train_SEPC_FG_SS,train_R2_FG_SS,train_Slope_FG_SS,train_N_FG_SS,train_Min_True_FG_SS,train_Max_True_FG_SS,train_Avg_True_FG_SS,train_Std_True_FG_SS,train_Min_Pred_FG_SS,train_Max_Pred_FG_SS,train_Avg_Pred_FG_SS,train_Std_Pred_FG_SS
0.008767958352729956,0.0065425935454800285,0.008722477476784762,0.9986251043389801,0.9922999008217648,17,0.0,7.8299999,4.979411782352941,2.449908695105382,-0.10014263209965168,7.73006801693389,4.972869188807461,2.4326588754102643,0.009859272394473578,0.002933897759884461,0.009850459691835137,0.9849575715160043,0.9320877238455371,43,3.74,7.33,5.900232558139535,0.8001176900992346,3.840058311041626,7.229796790905123,5.89729866037965,0.7502375660792681
