val_SEP_SS,val_Bias_SS,val_SEPC_SS,val_R2_SS,val_Slope_SS,val_N_SS,val_Min_True_SS,val_Max_True_SS,val_Avg_True_SS,val_Std_True_SS,val_Min_Pred_SS,val_Max_Pred_SS,val_Avg_Pred_SS,val_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
0.07916413347527067,-0.07368758519137607,0.07339490700072585,0.9899887122232967,0.9620528220199095,17,79.6699982,90.7600021,87.68705803529411,2.7280654731059406,80.32551952975766,90.8598651014237,87.7607456204855,2.6356378907075992,0.9660239208648423,0.05136787023635255,0.9633427037707297,0.9293466108980357,0.8905282570842104,63,72.99,92.41,87.32539682539682,3.668200036693238,78.22185523157864,92.30993019290437,87.27402895516046,3.3849234933216863
