val_SEP_EE_SS,val_Bias_EE_SS,val_SEPC_EE_SS,val_R2_EE_SS,val_Slope_EE_SS,val_N_EE_SS,val_Min_True_EE_SS,val_Max_True_EE_SS,val_Avg_True_EE_SS,val_Std_True_EE_SS,val_Min_Pred_EE_SS,val_Max_Pred_EE_SS,val_Avg_Pred_EE_SS,val_Std_Pred_EE_SS,train_SEP_EE_SS,train_Bias_EE_SS,train_SEPC_EE_SS,train_R2_EE_SS,train_Slope_EE_SS,train_N_EE_SS,train_Min_True_EE_SS,train_Max_True_EE_SS,train_Avg_True_EE_SS,train_Std_True_EE_SS,train_Min_Pred_EE_SS,train_Max_Pred_EE_SS,train_Avg_Pred_EE_SS,train_Std_Pred_EE_SS
101.70696515247121,-4.486696098077901,80.31837065868206,-0.2316783364156696,0.020533118658046773,17,0.0,25.06,18.858235229411765,8.815810109213023,21.231476551421373,24.697492224656756,23.344931327489668,1.0328888743500815,1.6214291685189326,-0.01683844991000972,1.6211408294727923,0.5313856784753876,0.4453408150932538,60,19.42,28.32,23.190666666666672,1.844554929756468,21.22657011414108,25.363955062987447,23.207505116576673,1.1055219874582278
