val_SEP_PG_SS,val_Bias_PG_SS,val_SEPC_PG_SS,val_R2_PG_SS,val_Slope_PG_SS,val_N_PG_SS,val_Min_True_PG_SS,val_Max_True_PG_SS,val_Avg_True_PG_SS,val_Std_True_PG_SS,val_Min_Pred_PG_SS,val_Max_Pred_PG_SS,val_Avg_Pred_PG_SS,val_Std_Pred_PG_SS,train_SEP_PG_SS,train_Bias_PG_SS,train_SEPC_PG_SS,train_R2_PG_SS,train_Slope_PG_SS,train_N_PG_SS,train_Min_True_PG_SS,train_Max_True_PG_SS,train_Avg_True_PG_SS,train_Std_True_PG_SS,train_Min_Pred_PG_SS,train_Max_Pred_PG_SS,train_Avg_Pred_PG_SS,train_Std_Pred_PG_SS
0.41512956294141146,-0.006531143490050888,0.41508664050715344,0.4452256716354218,0.28702125102201204,161,4.0753002,9.8310003,7.336893170807453,0.8623443182565116,6.203204,8.087369,7.343425,0.3094356,0.3199708271541955,-0.005848808822348523,0.31993652760932995,0.48622167889611445,0.3173512312005539,377,3.1015999,9.9698,7.3187676511936335,0.7881167390885824,6.181253,8.085152,7.3246164,0.3036303
