val_SEP_AMIDO_SS,val_Bias_AMIDO_SS,val_SEPC_AMIDO_SS,val_R2_AMIDO_SS,val_Slope_AMIDO_SS,val_N_AMIDO_SS,val_Min_True_AMIDO_SS,val_Max_True_AMIDO_SS,val_Avg_True_AMIDO_SS,val_Std_True_AMIDO_SS,val_Min_Pred_AMIDO_SS,val_Max_Pred_AMIDO_SS,val_Avg_Pred_AMIDO_SS,val_Std_Pred_AMIDO_SS,train_SEP_AMIDO_SS,train_Bias_AMIDO_SS,train_SEPC_AMIDO_SS,train_R2_AMIDO_SS,train_Slope_AMIDO_SS,train_N_AMIDO_SS,train_Min_True_AMIDO_SS,train_Max_True_AMIDO_SS,train_Avg_True_AMIDO_SS,train_Std_True_AMIDO_SS,train_Min_Pred_AMIDO_SS,train_Max_Pred_AMIDO_SS,train_Avg_Pred_AMIDO_SS,train_Std_Pred_AMIDO_SS
3.1689286451401277,-0.0990422573852539,3.159055990142174,0.8976516807909485,0.8041070411990281,156,18.0720005,45.1100006,31.09858466346154,5.546505175473886,20.2802,42.572796,31.197628,4.67437,3.7558226728265205,0.045944899954968095,3.753706064441336,0.877748419606738,0.7809255605416695,373,18.0534,46.3600006,31.1114131230563,5.535315155240841,21.048792,43.50199,31.065466,4.5780563
