val_SEP_SS,val_Bias_SS,val_SEPC_SS,val_R2_SS,val_Slope_SS,val_N_SS,val_Min_True_SS,val_Max_True_SS,val_Avg_True_SS,val_Std_True_SS,val_Min_Pred_SS,val_Max_Pred_SS,val_Avg_Pred_SS,val_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
0.35993008437533985,0.006451067317899665,0.35988822185568414,0.9868917675531138,0.9644886728118215,170,21.5154991,50.8051987,36.01917299294118,5.224634317148877,21.632235,50.176064,36.012722,5.071083,0.3434935858019182,-0.0093885823874045,0.34340522105531185,0.9863520203977075,0.9665815627109703,403,20.0513,53.3604012,35.07622187121588,5.010552730455005,20.593699,51.885292,35.08561,4.87547
