val_SEP_CEN_SS,val_Bias_CEN_SS,val_SEPC_CEN_SS,val_R2_CEN_SS,val_Slope_CEN_SS,val_N_CEN_SS,val_Min_True_CEN_SS,val_Max_True_CEN_SS,val_Avg_True_CEN_SS,val_Std_True_CEN_SS,val_Min_Pred_CEN_SS,val_Max_Pred_CEN_SS,val_Avg_Pred_CEN_SS,val_Std_Pred_CEN_SS,train_SEP_CEN_SS,train_Bias_CEN_SS,train_SEPC_CEN_SS,train_R2_CEN_SS,train_Slope_CEN_SS,train_N_CEN_SS,train_Min_True_CEN_SS,train_Max_True_CEN_SS,train_Avg_True_CEN_SS,train_Std_True_CEN_SS,train_Min_Pred_CEN_SS,train_Max_Pred_CEN_SS,train_Avg_Pred_CEN_SS,train_Std_Pred_CEN_SS
0.19080184448134824,0.01940119619906409,0.19042308552730647,0.7130004843654556,0.5384782531198363,161,2.2,7.46,4.099432306832298,0.8128263158631356,2.9273024,5.298986,4.080031,0.48998415,0.15637037770503673,-0.0017178114177673473,0.15636741898089507,0.7150453801824639,0.5599903148408882,377,1.8291,6.2388,4.097244305835543,0.7397971242325034,2.9370167,5.2057867,4.0989623,0.47076324
