val_SEP_Protein,val_Bias_Protein,val_SEPC_Protein,val_R2_Protein,val_Slope_Protein,val_N_Protein,val_Min_True_Protein,val_Max_True_Protein,val_Avg_True_Protein,val_Std_True_Protein,val_Min_Pred_Protein,val_Max_Pred_Protein,val_Avg_Pred_Protein,val_Std_Pred_Protein,train_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
0.36607371221123414,0.019186629203130863,0.3657033678400908,0.9948765146463155,0.9893569303809098,167,8.0699997,47.4,14.576064363091778,8.427472238579309,8.17319761768385,46.90403937561652,14.556877733888644,8.359067623897372,0.9260100658020014,0.029875605762538306,0.9251162550940016,0.9875876212043007,0.9723439148610171,710,7.220915031840002,55.82,14.815310617240755,8.631261739814748,6.616750358050023,45.32998757602283,14.785435011478215,8.444039842698347
