val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_std_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.1185765314743924,23.31494090153264,-0.16262059508446966,0.09047823240716367,0.9850045250539591,1.0077625184310222,17,79.6699982,90.7600021,87.68705803529411,2.7280654731059406,80.10627873038004,90.75013515338378,87.84967863037859,2.764604823634184,0.5756201482391923,6.271797416504883,0.08015936909600084,0.5690909862941318,0.9579000960224004,0.9634949822739559,63,72.99,92.41,87.32539682539682,3.668200036693238,75.19976442555125,91.9469364559458,87.24523745630083,3.610172958614724
