val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat
0.1266115142858806,11.801643481804783,0.04583833420410165,0.12438676417488506,0.9552014041718495,0.8962252439437398,18,46.2,52.27,48.87499987222222,1.6337763641501557,46.00722,51.73219,48.82916,1.494224
