val_SEP_PG_SS,val_Bias_PG_SS,val_SEPC_PG_SS,val_R2_PG_SS,val_Slope_PG_SS,val_N_PG_SS,val_Min_True_PG_SS,val_Max_True_PG_SS,val_Avg_True_PG_SS,val_Std_True_PG_SS,val_Min_Pred_PG_SS,val_Max_Pred_PG_SS,val_Avg_Pred_PG_SS,val_Std_Pred_PG_SS,train_SEP_PG_SS,train_Bias_PG_SS,train_SEPC_PG_SS,train_R2_PG_SS,train_Slope_PG_SS,train_N_PG_SS,train_Min_True_PG_SS,train_Max_True_PG_SS,train_Avg_True_PG_SS,train_Std_True_PG_SS,train_Min_Pred_PG_SS,train_Max_Pred_PG_SS,train_Avg_Pred_PG_SS,train_Std_Pred_PG_SS
0.17924404202419505,0.06563208848654263,0.17470975671987357,0.9133105937441099,0.8960649195488292,20,16.0,21.4,18.73500008,1.4015259806368405,16.172522918446834,21.189576380896987,18.669367991513457,1.3122252731569906,0.24541634733541443,0.022138208416150888,0.24492119448341504,0.9217994737182333,0.9120183048800802,98,15.3,24.2399998,19.482142808163267,1.7624618916956973,15.742078996424931,24.049608907540886,19.460004599747116,1.673948559635953
