val_SEP_CEN_SS,val_Bias_CEN_SS,val_SEPC_CEN_SS,val_R2_CEN_SS,val_Slope_CEN_SS,val_N_CEN_SS,val_Min_True_CEN_SS,val_Max_True_CEN_SS,val_Avg_True_CEN_SS,val_Std_True_CEN_SS,val_Min_Pred_CEN_SS,val_Max_Pred_CEN_SS,val_Avg_Pred_CEN_SS,val_Std_Pred_CEN_SS,train_SEP_CEN_SS,train_Bias_CEN_SS,train_SEPC_CEN_SS,train_R2_CEN_SS,train_Slope_CEN_SS,train_N_CEN_SS,train_Min_True_CEN_SS,train_Max_True_CEN_SS,train_Avg_True_CEN_SS,train_Std_True_CEN_SS,train_Min_Pred_CEN_SS,train_Max_Pred_CEN_SS,train_Avg_Pred_CEN_SS,train_Std_Pred_CEN_SS
9.985068184980516e-05,-0.0025646290560030426,9.29271848025472e-05,0.0,,20,0,0,0.0,0.0,-0.010425331082209333,0.01044550192636362,0.0025646290560030426,0.00939578764992163,0.0001188961376444989,0.002576764810062415,0.0001113078897743549,0.9793416528759104,0.9750799206652944,8,4.0300002,4.2600002,4.118750025000001,0.07096433126947921,4.02005489525793,4.249779109401095,4.116173260189937,0.06987373505983262
