val_SEP_FG_SS,val_Bias_FG_SS,val_SEPC_FG_SS,val_R2_FG_SS,val_Slope_FG_SS,val_N_FG_SS,val_Min_True_FG_SS,val_Max_True_FG_SS,val_Avg_True_FG_SS,val_Std_True_FG_SS,val_Min_Pred_FG_SS,val_Max_Pred_FG_SS,val_Avg_Pred_FG_SS,val_Std_Pred_FG_SS,train_SEP_FG_SS,train_Bias_FG_SS,train_SEPC_FG_SS,train_R2_FG_SS,train_Slope_FG_SS,train_N_FG_SS,train_Min_True_FG_SS,train_Max_True_FG_SS,train_Avg_True_FG_SS,train_Std_True_FG_SS,train_Min_Pred_FG_SS,train_Max_Pred_FG_SS,train_Avg_Pred_FG_SS,train_Std_Pred_FG_SS
0.1430215496523984,-0.01842040935824058,0.1426762853384746,0.0966095918513179,0.10585991787465356,58,0.0,3.3,2.4134130718530677,0.39444497992286126,1.9649884887089981,2.698743721779759,2.431833481211308,0.13255311339407735,0.015301563204287086,-0.007700900282421566,0.015241689109654595,0.7805378129773836,0.7000750283176788,105,1.459498884,3.012720375,2.4199516069142857,0.2627907467299568,1.763963910156527,2.9129671050893142,2.4276525071967074,0.20671353015749422
