val_SEP_NDF_SS,val_Bias_NDF_SS,val_SEPC_NDF_SS,val_R2_NDF_SS,val_Slope_NDF_SS,val_N_NDF_SS,val_Min_True_NDF_SS,val_Max_True_NDF_SS,val_Avg_True_NDF_SS,val_Std_True_NDF_SS,val_Min_Pred_NDF_SS,val_Max_Pred_NDF_SS,val_Avg_Pred_NDF_SS,val_Std_Pred_NDF_SS,train_SEP_NDF_SS,train_Bias_NDF_SS,train_SEPC_NDF_SS,train_R2_NDF_SS,train_Slope_NDF_SS,train_N_NDF_SS,train_Min_True_NDF_SS,train_Max_True_NDF_SS,train_Avg_True_NDF_SS,train_Std_True_NDF_SS,train_Min_Pred_NDF_SS,train_Max_Pred_NDF_SS,train_Avg_Pred_NDF_SS,train_Std_Pred_NDF_SS
9.573552827858661,-0.9825623410286878,8.591186727289346,0.693704591636787,0.7548674186800474,58,0.0,13.10219088341596,3.713833517745619,5.542296513978617,-0.8674237223538288,13.092265014407184,4.6963958587743075,4.909237581832476,2.543642695686778,0.494636545619594,2.2957999118364683,-6.826801036523003,1.6261227484226775,78,11.20044026,13.8985137,12.312083084615384,0.5664139845377268,3.305852305104791,13.888702928003068,11.817446538995792,1.72885592081693
