val_SEP_CEN_SS,val_Bias_CEN_SS,val_SEPC_CEN_SS,val_R2_CEN_SS,val_Slope_CEN_SS,val_N_CEN_SS,val_Min_True_CEN_SS,val_Max_True_CEN_SS,val_Avg_True_CEN_SS,val_Std_True_CEN_SS,val_Min_Pred_CEN_SS,val_Max_Pred_CEN_SS,val_Avg_Pred_CEN_SS,val_Std_Pred_CEN_SS,train_SEP_CEN_SS,train_Bias_CEN_SS,train_SEPC_CEN_SS,train_R2_CEN_SS,train_Slope_CEN_SS,train_N_CEN_SS,train_Min_True_CEN_SS,train_Max_True_CEN_SS,train_Avg_True_CEN_SS,train_Std_True_CEN_SS,train_Min_Pred_CEN_SS,train_Max_Pred_CEN_SS,train_Avg_Pred_CEN_SS,train_Std_Pred_CEN_SS
0.12392654972754764,-0.03949955160897014,0.12233896296467109,0.05319219759367122,0.0613811356106499,58,0.0,2.9555556666666662,2.5764835876767544,0.3586531885702622,2.4617526427293326,2.8424122683972315,2.6159831392857247,0.08595772660687243,0.008142347909070672,0.004679183587525796,0.008120331512474648,0.734617104764383,0.6656084438994252,181,2.237898289,3.188241943,2.6626475446795577,0.17467684084234222,2.2476480870549924,3.1698736671813497,2.657968361092032,0.13483900422810932
