val_SEP_AMIDO_SS,val_Bias_AMIDO_SS,val_SEPC_AMIDO_SS,val_R2_AMIDO_SS,val_Slope_AMIDO_SS,val_N_AMIDO_SS,val_Min_True_AMIDO_SS,val_Max_True_AMIDO_SS,val_Avg_True_AMIDO_SS,val_Std_True_AMIDO_SS,val_Min_Pred_AMIDO_SS,val_Max_Pred_AMIDO_SS,val_Avg_Pred_AMIDO_SS,val_Std_Pred_AMIDO_SS,train_SEP_AMIDO_SS,train_Bias_AMIDO_SS,train_SEPC_AMIDO_SS,train_R2_AMIDO_SS,train_Slope_AMIDO_SS,train_N_AMIDO_SS,train_Min_True_AMIDO_SS,train_Max_True_AMIDO_SS,train_Avg_True_AMIDO_SS,train_Std_True_AMIDO_SS,train_Min_Pred_AMIDO_SS,train_Max_Pred_AMIDO_SS,train_Avg_Pred_AMIDO_SS,train_Std_Pred_AMIDO_SS
147.31367167331072,-1.9513032939256099,143.43928739956817,0.0048628422962480045,0.01958423770694712,58,0.0,68.20461230455349,63.33295784771066,12.061560142697271,63.329868408969716,68.12416944491693,65.28426114163626,1.087768938019376,1.606989989953349,-0.03388969435240575,1.6058369028274866,0.4611408672561491,0.4133498359196442,252,60.12436649,69.09539292,65.15089185571428,1.7234772386438915,62.81668510802005,67.99658588980813,65.18478155006669,1.0414882530448812
