val_SEP_ADF_SS,val_Bias_ADF_SS,val_SEPC_ADF_SS,val_R2_ADF_SS,val_Slope_ADF_SS,val_N_ADF_SS,val_Min_True_ADF_SS,val_Max_True_ADF_SS,val_Avg_True_ADF_SS,val_Std_True_ADF_SS,val_Min_Pred_ADF_SS,val_Max_Pred_ADF_SS,val_Avg_Pred_ADF_SS,val_Std_Pred_ADF_SS,train_SEP_ADF_SS,train_Bias_ADF_SS,train_SEPC_ADF_SS,train_R2_ADF_SS,train_Slope_ADF_SS,train_N_ADF_SS,train_Min_True_ADF_SS,train_Max_True_ADF_SS,train_Avg_True_ADF_SS,train_Std_True_ADF_SS,train_Min_Pred_ADF_SS,train_Max_Pred_ADF_SS,train_Avg_Pred_ADF_SS,train_Std_Pred_ADF_SS
0.9992809322721947,-0.2723729120702546,0.9237924026701145,0.6706506899436344,0.6827887798921249,58,0.0,4.199084710542024,1.2859804695313086,1.7267873255684265,-0.4871927287923037,3.8291377284281314,1.5583533816015633,1.4134857950285893,0.6375368206523544,0.06097512586726358,0.6337723801031441,-0.13246418195791243,0.24336117309608804,81,1.295215916,4.501718168,3.325683047518518,0.7456634961455616,1.245309361242862,4.1514829283792665,3.2647079216512553,0.5835738538764003
