val_SEP_SS,val_Bias_SS,val_SEPC_SS,val_R2_SS,val_Slope_SS,val_N_SS,val_Min_True_SS,val_Max_True_SS,val_Avg_True_SS,val_Std_True_SS,val_Min_Pred_SS,val_Max_Pred_SS,val_Avg_Pred_SS,val_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
0.20181804749112628,0.13281089677283658,0.18386986171054565,0.9349082099998481,0.8668487160350505,58,82.1999969,91.6999969,88.5972414362069,1.7455822770004559,82.84998149871089,90.7990221496809,88.46443053943406,1.5544510106035583,0.45472979442569195,-0.12730773150989966,0.4384587278191556,0.8978446839120179,0.9258669829280768,255,80.4000015,91.4000015,87.6088173682353,2.1056829831392614,80.500408236884,90.8820420449049,87.7361250997452,2.0526186241307918
