val_SEP_EE_SS,val_Bias_EE_SS,val_SEPC_EE_SS,val_R2_EE_SS,val_Slope_EE_SS,val_N_EE_SS,val_Min_True_EE_SS,val_Max_True_EE_SS,val_Avg_True_EE_SS,val_Std_True_EE_SS,val_Min_Pred_EE_SS,val_Max_Pred_EE_SS,val_Avg_Pred_EE_SS,val_Std_Pred_EE_SS,train_SEP_EE_SS,train_Bias_EE_SS,train_SEPC_EE_SS,train_R2_EE_SS,train_Slope_EE_SS,train_N_EE_SS,train_Min_True_EE_SS,train_Max_True_EE_SS,train_Avg_True_EE_SS,train_Std_True_EE_SS,train_Min_Pred_EE_SS,train_Max_Pred_EE_SS,train_Avg_Pred_EE_SS,train_Std_Pred_EE_SS
0.027990793823290734,-0.003655874265555707,0.027977193925651397,0.1444342153386755,0.14616523037347803,58,1.2670724405783829,2.1197297926857677,1.7197397058341233,0.17930992736135887,1.494733274979091,1.8768797998753566,1.7233955800996787,0.06886074402719028,0.02093949088400103,-0.0056152045375289245,0.020907830070589526,0.38178596534889075,0.3758209841491057,243,1.085695629,2.16469538,1.6851662203703706,0.1836615203976625,1.1855124116962654,1.9924205095232288,1.6907814249078992,0.1115539656012688
