val_SEP_Protein,val_std_SEP_Protein,val_Bias_Protein,val_SEPC_Protein,val_R2_Protein,val_Slope_Protein,val_N_Protein,val_Min_True_Protein,val_Max_True_Protein,val_Avg_True_Protein,val_Std_True_Protein,val_Min_Pred_Protein,val_Max_Pred_Protein,val_Avg_Pred_Protein,val_Std_Pred_Protein,train_SEP_Protein,train_std_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
0.05902060065190575,142.6022836439194,-0.012077786370894735,0.05887384897573285,0.9991739609457911,0.9982836275903952,167,8.0699997,47.4,14.576064363091778,8.427472238579309,8.285322,46.941273,14.588142,8.416472,0.10094266246604951,85.11075967795995,0.003892542619472775,0.10092748920721799,0.9986469493049303,0.9947051813768237,710,7.220915031840002,55.82,14.815310617240755,8.63126173981475,7.4672823,53.114983,14.811419,8.591307
