val_SEP_Protein,val_std_SEP_Protein,val_Bias_Protein,val_SEPC_Protein,val_R2_Protein,val_Slope_Protein,val_N_Protein,val_Min_True_Protein,val_Max_True_Protein,val_Avg_True_Protein,val_Std_True_Protein,val_Min_Pred_Protein,val_Max_Pred_Protein,val_Avg_Pred_Protein,val_Std_Pred_Protein,train_SEP_Protein,train_std_SEP_Protein,train_Bias_Protein,train_SEPC_Protein,train_R2_Protein,train_Slope_Protein,train_N_Protein,train_Min_True_Protein,train_Max_True_Protein,train_Avg_True_Protein,train_Std_True_Protein,train_Min_Pred_Protein,train_Max_Pred_Protein,train_Avg_Pred_Protein,train_Std_Pred_Protein
0.0389742788570439,46.842492393831265,0.0031449443429652155,0.03896419797683663,0.9885961418899964,0.9912949965255144,53,10.698485959863458,18.588888333333333,13.51324493115707,1.8311624689664368,10.695451,18.46694,13.510099,1.8256524,0.07427334632686318,26.639780661917293,-0.00024479001281242337,0.0742732861601326,0.9826553085147982,0.9503141364377345,246,9.197324733,21.15064859,13.53427671219512,2.065136176151554,9.497413,20.222692,13.534522,1.9786257
