val_SEP_Crude Fib.,val_std_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.,train_SEP_Crude Fib.,train_std_SEP_Crude Fib.,train_Bias_Crude Fib.,train_SEPC_Crude Fib.,train_R2_Crude Fib.,train_Slope_Crude Fib.,train_N_Crude Fib.,train_Min_True_Crude Fib.,train_Max_True_Crude Fib.,train_Avg_True_Crude Fib.,train_Std_True_Crude Fib.,train_Min_Pred_Crude Fib.,train_Max_Pred_Crude Fib.,train_Avg_Pred_Crude Fib.,train_Std_Pred_Crude Fib.
0.02566842278761975,6.391495516968682,-0.10069637550598143,0.015298213655759006,0.29480741506241215,0.6679854190074881,45,0.29,1.23,0.8995733288888889,0.18865390743483174,0.62346566,1.2414336,1.0002698,0.16405961,0.04033255762891818,4.927818141815588,0.04297731253424216,0.03846808324198183,0.6602468182270517,0.5059250524666273,107,0.2,1.9,1.0150521409495157,0.3429313262117181,0.49897784,1.3135418,0.97207475,0.19875151
