val_SEP_ADF,val_std_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF
0.046249838794477006,7.04354408602794,-0.02971636020491613,0.04532262362745727,0.765646298974247,0.6674807198014305,21,2.3946786854047,4.199084710542024,3.5517555825150433,0.43353538865833186,2.9184992,4.1931777,3.5814714,0.32576278
