val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.07298695420295125,22.477927103715935,0.07339707901232471,0.06750531192159329,0.9764597291729418,0.9307782126026227,58,82.1999969,91.6999969,88.5972414362069,1.7455822770004559,82.691216,91.055016,88.52384,1.6405954
