val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat
0.020565941366812217,5.051320748909115,-0.01065203085416186,0.020450484978102652,0.37138203818447935,0.355285080817289,58,1.2670724405783829,2.1197297926857677,1.7197397058341233,0.17930992736135887,1.5111423,2.0365958,1.730392,0.10388517
