val_SEP_NDF,val_std_SEP_NDF,val_Bias_NDF,val_SEPC_NDF,val_R2_NDF,val_Slope_NDF,val_N_NDF,val_Min_True_NDF,val_Max_True_NDF,val_Avg_True_NDF,val_Std_True_NDF,val_Min_Pred_NDF,val_Max_Pred_NDF,val_Avg_Pred_NDF,val_Std_Pred_NDF,train_SEP_NDF,train_std_SEP_NDF,train_Bias_NDF,train_SEPC_NDF,train_R2_NDF,train_Slope_NDF,train_N_NDF,train_Min_True_NDF,train_Max_True_NDF,train_Avg_True_NDF,train_Std_True_NDF,train_Min_Pred_NDF,train_Max_Pred_NDF,train_Avg_Pred_NDF,train_Std_Pred_NDF
0.7614909306158025,0.6814869261415264,-0.08618983143653017,0.7537245759798789,0.03497693124725487,0.20080863799184295,23,17.1,21.6,18.500000000000004,0.8687822562044256,17.54906030591415,19.39240732077991,18.586189831436535,0.5189461135900136,0.5314505457418156,1.712250809889262,-0.03735368543704004,0.5300327431226068,0.6526199635077394,0.6017661615181595,63,16.3,24.1,18.74126984126984,1.2270282749403738,17.299640100750135,23.10049304485639,18.77862352670688,0.9099766273625141
