val_SEP_Ash,val_std_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash,train_SEP_Ash,train_std_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.02334345621693286,4.069387340089944,0.02952051541170266,0.022446364185872855,0.3570786766989761,0.3188136219784859,35,2.703008369147252,3.6063363667003703,2.9728364735733694,0.18780584318237106,2.809357496276046,3.1258104891754885,2.9433159581616675,0.09499356520313047,0.040766094674894636,3.9053495369855833,0.0098905189176122,0.04066724260133541,0.43361915218729774,0.3954246105879475,96,2.510752063,4.318259096,2.97674244321875,0.26688333800855557,2.8067697399172675,4.218178834465384,2.9668519243011375,0.15920584896331022
