val_SEP_SS,val_Bias_SS,val_SEPC_SS,val_R2_SS,val_Slope_SS,val_N_SS,val_Min_True_SS,val_Max_True_SS,val_Avg_True_SS,val_Std_True_SS,val_Min_Pred_SS,val_Max_Pred_SS,val_Avg_Pred_SS,val_Std_Pred_SS,train_SEP_SS,train_Bias_SS,train_SEPC_SS,train_R2_SS,train_Slope_SS,train_N_SS,train_Min_True_SS,train_Max_True_SS,train_Avg_True_SS,train_Std_True_SS,train_Min_Pred_SS,train_Max_Pred_SS,train_Avg_Pred_SS,train_Std_Pred_SS
0.08754634207875846,-0.003613301977151105,0.08753318167997093,0.9929577662181358,0.9791461279893434,126,75.0,96.4100037,89.41879181984129,3.511830264441122,75.471016,95.83459,89.42241,3.4504218,0.09445940289770981,-0.004610875552070108,0.09443807089944314,0.9917194276116528,0.9629281246941283,297,73.1999969,96.1399994,89.6876711107744,3.371786362641725,74.973206,95.582,89.69229,3.2588537
