val_SEP_Starch,val_std_SEP_Starch,val_Bias_Starch,val_SEPC_Starch,val_R2_Starch,val_Slope_Starch,val_N_Starch,val_Min_True_Starch,val_Max_True_Starch,val_Avg_True_Starch,val_Std_True_Starch,val_Min_Pred_Starch,val_Max_Pred_Starch,val_Avg_Pred_Starch,val_Std_Pred_Starch,train_SEP_Starch,train_std_SEP_Starch,train_Bias_Starch,train_SEPC_Starch,train_R2_Starch,train_Slope_Starch,train_N_Starch,train_Min_True_Starch,train_Max_True_Starch,train_Avg_True_Starch,train_Std_True_Starch,train_Min_Pred_Starch,train_Max_Pred_Starch,train_Avg_Pred_Starch,train_Std_Pred_Starch
0.37798135321452386,3.5328567379612688,0.17167822413820627,0.34797206034139844,0.8391940456457643,0.8121872867844987,56,61.997781942249425,68.20461230455349,65.59484919941461,1.5193976699870209,62.268238,67.70544,65.42317,1.335354,0.5308792880874175,2.4880099815472234,-0.03754114052091081,0.5294643359664376,0.8219844836875659,0.7048961737095323,252,60.12436649,69.09539292,65.15089185571428,1.7234772386438915,61.694706,68.00784,65.18843,1.320833
