val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_std_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
0.015307324224668784,0.9162451529604952,0.0030519217952650174,0.015297736050181887,0.13036701184138955,0.07120784772702808,35,1.8204018951658008,2.3111612175873733,2.0750636650683196,0.13076366190503017,2.0460913,2.080941,2.0720115,0.014025262,0.01663025973025776,0.861785576888011,-0.0018015392563691314,0.01662697812496894,0.05239290700386501,0.03220685259668218,91,1.674473068,2.655930778,2.0683483854725275,0.13174554038505945,2.0460913,2.080941,2.0701501,0.014331718
