val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM,train_SEP_DM,train_std_SEP_DM,train_Bias_DM,train_SEPC_DM,train_R2_DM,train_Slope_DM,train_N_DM,train_Min_True_DM,train_Max_True_DM,train_Avg_True_DM,train_Std_True_DM,train_Min_Pred_DM,train_Max_Pred_DM,train_Avg_Pred_DM,train_Std_Pred_DM
0.07620955200825258,32.07020915491081,0.005608123923548435,0.07617792020112714,0.9877430766130868,0.9769921390712558,175,79.2945,93.3,87.9790713022857,2.4863918202576327,79.01334,92.99884,87.973465,2.4440563,0.09692319321599539,37.68582325792874,-0.0005207515543209628,0.09692292168390156,0.9929031645120477,0.9855299988911087,776,64.1945,94.0,87.3696130613402,3.6931885342930957,65.32022,93.58555,87.37014,3.6526303
