val_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.11557092121125638,-0.016704053967073938,0.11528583002234462,0.960923362278573,0.9924209962226501,47,2.3946786854047,8.8699999,5.303124819847146,1.7013578925329715,2.7441074585499416,8.652403575223424,5.31982887381422,1.7215036934928907,0.4966584481615618,-0.0622321047413566,0.4927638558018061,0.9163573376917494,0.8679327591697079,179,1.295215916,12.7799997,5.449479060619268,2.4299563672373794,2.605306334876567,12.587779893791108,5.511711165360624,2.1988786327611027
