val_SEP_Crude Fib.,val_Bias_Crude Fib.,val_SEPC_Crude Fib.,val_R2_Crude Fib.,val_Slope_Crude Fib.,val_N_Crude Fib.,val_Min_True_Crude Fib.,val_Max_True_Crude Fib.,val_Avg_True_Crude Fib.,val_Std_True_Crude Fib.,val_Min_Pred_Crude Fib.,val_Max_Pred_Crude Fib.,val_Avg_Pred_Crude Fib.,val_Std_Pred_Crude Fib.,train_SEP_Crude Fib.,train_Bias_Crude Fib.,train_SEPC_Crude Fib.,train_R2_Crude Fib.,train_Slope_Crude Fib.,train_N_Crude Fib.,train_Min_True_Crude Fib.,train_Max_True_Crude Fib.,train_Avg_True_Crude Fib.,train_Std_True_Crude Fib.,train_Min_Pred_Crude Fib.,train_Max_Pred_Crude Fib.,train_Avg_Pred_Crude Fib.,train_Std_Pred_Crude Fib.
0.04976238738326457,-0.024087759457747906,0.04917829909319895,0.9865649694170707,0.9636774573503114,151,0.29,7.8299999,2.988865947466741,1.9181758993784002,0.56947446,6.8313465,3.0129535,1.8603659,0.05019033569501223,0.0069782022725677064,0.050141519255451,0.9891623269652428,0.9803325798554579,403,0.2,7.33,3.636167488108184,2.1493271835094028,0.51194763,6.9353485,3.6291893,2.1184695
