val_SEP_ADF,val_Bias_ADF,val_SEPC_ADF,val_R2_ADF,val_Slope_ADF,val_N_ADF,val_Min_True_ADF,val_Max_True_ADF,val_Avg_True_ADF,val_Std_True_ADF,val_Min_Pred_ADF,val_Max_Pred_ADF,val_Avg_Pred_ADF,val_Std_Pred_ADF,train_SEP_ADF,train_Bias_ADF,train_SEPC_ADF,train_R2_ADF,train_Slope_ADF,train_N_ADF,train_Min_True_ADF,train_Max_True_ADF,train_Avg_True_ADF,train_Std_True_ADF,train_Min_Pred_ADF,train_Max_Pred_ADF,train_Avg_Pred_ADF,train_Std_Pred_ADF
0.032201926492184056,-0.010138682679643709,0.03209689897773863,0.9891119409425929,0.9800173482060808,47,2.3946786854047,8.8699999,5.303124819847146,1.7013578925329715,2.8250504,8.691883,5.3132634,1.6764094,0.07921373736452028,0.0035288455300129576,0.07920121465447157,0.986659548611162,0.962432203301481,179,1.295215916,12.7799997,5.449479060619268,2.4299563672373794,1.5105277,12.171208,5.44595,2.3536768
