val_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat,train_SEP_Crude Fat,train_Bias_Crude Fat,train_SEPC_Crude Fat,train_R2_Crude Fat,train_Slope_Crude Fat,train_N_Crude Fat,train_Min_True_Crude Fat,train_Max_True_Crude Fat,train_Avg_True_Crude Fat,train_Std_True_Crude Fat,train_Min_Pred_Crude Fat,train_Max_Pred_Crude Fat,train_Avg_Pred_Crude Fat,train_Std_Pred_Crude Fat
0.029030796170803813,0.007038896332892599,0.028980956937256566,0.9998687717825734,0.9986589340467672,170,1.2670724405783829,52.27,9.072825252417381,14.829781427990271,1.4805336,51.897083,9.065785,14.810853,0.07695106981769176,-0.004008894783925574,0.07693497538948443,0.9996810905615743,0.9992919516155359,694,1.085695629,52.39,10.06024288795905,15.522459189120184,1.1126006,51.90692,10.064251,15.513941
