val_Accuracy,train_Accuracy,train_Precision_0,train_Recall_0,train_F1-Score_0,train_Precision_1,train_Recall_1,train_F1-Score_1,train_Precision_2,train_Recall_2,train_F1-Score_2,train_Precision_3,train_Recall_3,train_F1-Score_3,train_Precision_4,train_Recall_4,train_F1-Score_4
0.9942857142857143,0.9987113402061856,0.9947643979057592,1.0,0.9973753280839895,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.996078431372549,0.9980353634577603
