val_SEP_Ash,val_Bias_Ash,val_SEPC_Ash,val_R2_Ash,val_Slope_Ash,val_N_Ash,val_Min_True_Ash,val_Max_True_Ash,val_Avg_True_Ash,val_Std_True_Ash,val_Min_Pred_Ash,val_Max_Pred_Ash,val_Avg_Pred_Ash,val_Std_Pred_Ash,train_SEP_Ash,train_Bias_Ash,train_SEPC_Ash,train_R2_Ash,train_Slope_Ash,train_N_Ash,train_Min_True_Ash,train_Max_True_Ash,train_Avg_True_Ash,train_Std_True_Ash,train_Min_Pred_Ash,train_Max_Pred_Ash,train_Avg_Pred_Ash,train_Std_Pred_Ash
0.014216400036408587,0.008418740108546955,0.014145052350159892,0.9867378368522031,1.0023331594777303,151,1.41,5.87,2.650385781711534,1.0319170556725288,1.3639042,5.7416034,2.641967,1.0410923,0.03178975188327168,-0.0021536601344399066,0.03178510515186012,0.9804958107198678,0.9491105319803502,548,1.0206505642232893,7.99,2.601586424428419,1.2755074559092068,1.1790231,6.5365815,2.60374,1.2219085
