val_SEP_Crude Fat,val_std_SEP_Crude Fat,val_Bias_Crude Fat,val_SEPC_Crude Fat,val_R2_Crude Fat,val_Slope_Crude Fat,val_N_Crude Fat,val_Min_True_Crude Fat,val_Max_True_Crude Fat,val_Avg_True_Crude Fat,val_Std_True_Crude Fat,val_Min_Pred_Crude Fat,val_Max_Pred_Crude Fat,val_Avg_Pred_Crude Fat,val_Std_Pred_Crude Fat
0.016318393964689305,7.525534803814927,0.0453271836742323,0.0142034123383859,0.07292656135208664,0.5375276137485449,35,1.8204018951658008,2.3111612175873733,2.0750636650683196,0.13076366190503017,1.5418645,2.2235503,2.0297365,0.12280464
