val_SEP_DM,val_std_SEP_DM,val_Bias_DM,val_SEPC_DM,val_R2_DM,val_Slope_DM,val_N_DM,val_Min_True_DM,val_Max_True_DM,val_Avg_True_DM,val_Std_True_DM,val_Min_Pred_DM,val_Max_Pred_DM,val_Avg_Pred_DM,val_Std_Pred_DM
0.07877796484453847,10.340053114926633,-0.015935095340402734,0.07851656913210407,0.902442279662952,0.8743155069113107,35,86.5,90.6900024,88.32399977142857,0.8856803168517333,86.54349,90.68089,88.33993,0.81456834
